tick,week,day,hour
1662,9,6,6
1663,9,6,7
1664,9,6,8
1665,9,6,9
1666,9,6,10
1667,9,6,11
1668,9,6,12
1669,9,6,13
1670,9,6,14
1671,9,6,15
1672,9,6,16
1673,9,6,17
1674,9,6,18
1675,9,6,19
1676,9,6,20
1677,9,6,21
1678,9,6,22
1679,9,6,23
1680,10,0,0
1681,10,0,1
1682,10,0,2
1683,10,0,3
1684,10,0,4
1685,10,0,5
1686,10,0,6
1687,10,0,7
1688,10,0,8
1689,10,0,9
1690,10,0,10
1691,10,0,11
1692,10,0,12
1693,10,0,13
1694,10,0,14
1695,10,0,15
1696,10,0,16
1697,10,0,17
1698,10,0,18
1699,10,0,19
1700,10,0,20
1701,10,0,21
1702,10,0,22
1703,10,0,23
1704,10,1,0
1705,10,1,1
1706,10,1,2
1707,10,1,3
1708,10,1,4
1709,10,1,5
1710,10,1,6
1711,10,1,7
1712,10,1,8
1713,10,1,9
1714,10,1,10
1715,10,1,11
1716,10,1,12
1717,10,1,13
1718,10,1,14
1719,10,1,15
1720,10,1,16
1721,10,1,17
1722,10,1,18
1723,10,1,19
1724,10,1,20
1725,10,1,21
1726,10,1,22
1727,10,1,23
1728,10,2,0
1729,10,2,1
1730,10,2,2
1731,10,2,3
1732,10,2,4
1733,10,2,5
1734,10,2,6
1735,10,2,7
1736,10,2,8
1737,10,2,9
1738,10,2,10
1739,10,2,11
1740,10,2,12
1741,10,2,13
1742,10,2,14
1743,10,2,15
1744,10,2,16
1745,10,2,17
1746,10,2,18
1747,10,2,19
1748,10,2,20
1749,10,2,21
1750,10,2,22
1751,10,2,23
1752,10,3,0
1753,10,3,1
1754,10,3,2
1755,10,3,3
1756,10,3,4
1757,10,3,5
1758,10,3,6
1759,10,3,7
1760,10,3,8
1761,10,3,9
1762,10,3,10
1763,10,3,11
1764,10,3,12
1765,10,3,13
1766,10,3,14
1767,10,3,15
1768,10,3,16
1769,10,3,17
1770,10,3,18
1771,10,3,19
1772,10,3,20
1773,10,3,21
1774,10,3,22
1775,10,3,23
1776,10,4,0
1777,10,4,1
1778,10,4,2
1779,10,4,3
1780,10,4,4
1781,10,4,5
1782,10,4,6
1783,10,4,7
1784,10,4,8
1785,10,4,9
1786,10,4,10
1787,10,4,11
1788,10,4,12
1789,10,4,13
1790,10,4,14
1791,10,4,15
1792,10,4,16
1793,10,4,17
1794,10,4,18
1795,10,4,19
1796,10,4,20
1797,10,4,21
1798,10,4,22
1799,10,4,23
1800,10,5,0
1801,10,5,1
1802,10,5,2
1803,10,5,3
1804,10,5,4
1805,10,5,5
1806,10,5,6
1807,10,5,7
1808,10,5,8
1809,10,5,9
1810,10,5,10
1811,10,5,11
1812,10,5,12
1813,10,5,13
1814,10,5,14
1815,10,5,15
1816,10,5,16
1817,10,5,17
1818,10,5,18
1819,10,5,19
1820,10,5,20
1821,10,5,21
1822,10,5,22
1823,10,5,23
1824,10,6,0
1825,10,6,1
1826,10,6,2
1827,10,6,3
1828,10,6,4
1829,10,6,5
1830,10,6,6
1831,10,6,7
1832,10,6,8
1833,10,6,9
1834,10,6,10
1835,10,6,11
1836,10,6,12
1837,10,6,13
1838,10,6,14
1839,10,6,15
1840,10,6,16
1841,10,6,17
1842,10,6,18
1843,10,6,19
1844,10,6,20
1845,10,6,21
1846,10,6,22
1847,10,6,23
1848,11,0,0
1849,11,0,1
1850,11,0,2
1851,11,0,3
1852,11,0,4
1853,11,0,5
1854,11,0,6
1855,11,0,7
1856,11,0,8
1857,11,0,9
1858,11,0,10
1859,11,0,11
1860,11,0,12
1861,11,0,13
1862,11,0,14
1863,11,0,15
1864,11,0,16
1865,11,0,17
1866,11,0,18
1867,11,0,19
1868,11,0,20
1869,11,0,21
1870,11,0,22
1871,11,0,23
1872,11,1,0
1873,11,1,1
1874,11,1,2
1875,11,1,3
1876,11,1,4
1877,11,1,5
1878,11,1,6
1879,11,1,7
1880,11,1,8
1881,11,1,9
1882,11,1,10
1883,11,1,11
1884,11,1,12
1885,11,1,13
1886,11,1,14
1887,11,1,15
1888,11,1,16
1889,11,1,17
1890,11,1,18
1891,11,1,19
1892,11,1,20
1893,11,1,21
1894,11,1,22
1895,11,1,23
1896,11,2,0
1897,11,2,1
1898,11,2,2
1899,11,2,3
1900,11,2,4
1901,11,2,5
1902,11,2,6
1903,11,2,7
1904,11,2,8
1905,11,2,9
1906,11,2,10
1907,11,2,11
1908,11,2,12
1909,11,2,13
1910,11,2,14
1911,11,2,15
1912,11,2,16
1913,11,2,17
1914,11,2,18
1915,11,2,19
1916,11,2,20
1917,11,2,21
1918,11,2,22
1919,11,2,23
1920,11,3,0
1921,11,3,1
1922,11,3,2
1923,11,3,3
1924,11,3,4
1925,11,3,5
1926,11,3,6
1927,11,3,7
1928,11,3,8
1929,11,3,9
1930,11,3,10
1931,11,3,11
1932,11,3,12
1933,11,3,13
1934,11,3,14
1935,11,3,15
1936,11,3,16
1937,11,3,17
1938,11,3,18
1939,11,3,19
1940,11,3,20
1941,11,3,21
1942,11,3,22
1943,11,3,23
1944,11,4,0
1945,11,4,1
1946,11,4,2
1947,11,4,3
1948,11,4,4
1949,11,4,5
1950,11,4,6
1951,11,4,7
1952,11,4,8
1953,11,4,9
1954,11,4,10
1955,11,4,11
1956,11,4,12
1957,11,4,13
1958,11,4,14
1959,11,4,15
1960,11,4,16
1961,11,4,17
1962,11,4,18
1963,11,4,19
1964,11,4,20
1965,11,4,21
1966,11,4,22
1967,11,4,23
1968,11,5,0
1969,11,5,1
1970,11,5,2
1971,11,5,3
1972,11,5,4
1973,11,5,5
1974,11,5,6
1975,11,5,7
1976,11,5,8
1977,11,5,9
1978,11,5,10
1979,11,5,11
1980,11,5,12
1981,11,5,13
1982,11,5,14
1983,11,5,15
1984,11,5,16
1985,11,5,17
1986,11,5,18
1987,11,5,19
1988,11,5,20
1989,11,5,21
1990,11,5,22
1991,11,5,23
1992,11,6,0
1993,11,6,1
1994,11,6,2
1995,11,6,3
1996,11,6,4
1997,11,6,5
1998,11,6,6
1999,11,6,7
2000,11,6,8
2001,11,6,9
2002,11,6,10
2003,11,6,11
2004,11,6,12
2005,11,6,13
2006,11,6,14
2007,11,6,15
2008,11,6,16
2009,11,6,17
2010,11,6,18
2011,11,6,19
2012,11,6,20
2013,11,6,21
2014,11,6,22
2015,11,6,23
2016,12,0,0
2017,12,0,1
2018,12,0,2
2019,12,0,3
2020,12,0,4
2021,12,0,5
2022,12,0,6
2023,12,0,7
2024,12,0,8
2025,12,0,9
2026,12,0,10
2027,12,0,11
2028,12,0,12
2029,12,0,13
2030,12,0,14
2031,12,0,15
2032,12,0,16
2033,12,0,17
2034,12,0,18
2035,12,0,19
2036,12,0,20
2037,12,0,21
2038,12,0,22
2039,12,0,23
2040,12,1,0
2041,12,1,1
2042,12,1,2
2043,12,1,3
2044,12,1,4
2045,12,1,5
2046,12,1,6
2047,12,1,7
2048,12,1,8
2049,12,1,9
2050,12,1,10
2051,12,1,11
2052,12,1,12
2053,12,1,13
2054,12,1,14
2055,12,1,15
2056,12,1,16
2057,12,1,17
2058,12,1,18
2059,12,1,19
2060,12,1,20
2061,12,1,21
2062,12,1,22
2063,12,1,23
2064,12,2,0
2065,12,2,1
2066,12,2,2
2067,12,2,3
2068,12,2,4
2069,12,2,5
2070,12,2,6
2071,12,2,7
2072,12,2,8
2073,12,2,9
2074,12,2,10
2075,12,2,11
2076,12,2,12
2077,12,2,13
2078,12,2,14
2079,12,2,15
2080,12,2,16
2081,12,2,17
2082,12,2,18
2083,12,2,19
2084,12,2,20
2085,12,2,21
2086,12,2,22
2087,12,2,23
2088,12,3,0
2089,12,3,1
2090,12,3,2
2091,12,3,3
2092,12,3,4
2093,12,3,5
2094,12,3,6
2095,12,3,7
2096,12,3,8
2097,12,3,9
2098,12,3,10
2099,12,3,11
2100,12,3,12
2101,12,3,13
2102,12,3,14
2103,12,3,15
2104,12,3,16
2105,12,3,17
2106,12,3,18
2107,12,3,19
2108,12,3,20
2109,12,3,21
2110,12,3,22
2111,12,3,23
2112,12,4,0
2113,12,4,1
2114,12,4,2
2115,12,4,3
2116,12,4,4
2117,12,4,5
2118,12,4,6
2119,12,4,7
2120,12,4,8
2121,12,4,9
2122,12,4,10
2123,12,4,11
2124,12,4,12
2125,12,4,13
2126,12,4,14
2127,12,4,15
2128,12,4,16
2129,12,4,17
2130,12,4,18
2131,12,4,19
2132,12,4,20
2133,12,4,21
2134,12,4,22
2135,12,4,23
2136,12,5,0
2137,12,5,1
2138,12,5,2
2139,12,5,3
2140,12,5,4
2141,12,5,5
2142,12,5,6
2143,12,5,7
2144,12,5,8
2145,12,5,9
2146,12,5,10
2147,12,5,11
2148,12,5,12
2149,12,5,13
2150,12,5,14
2151,12,5,15
2152,12,5,16
2153,12,5,17
2154,12,5,18
2155,12,5,19
2156,12,5,20
2157,12,5,21
2158,12,5,22
2159,12,5,23
2160,12,6,0
2161,12,6,1
2162,12,6,2
2163,12,6,3
2164,12,6,4
2165,12,6,5
2166,12,6,6
2167,12,6,7
2168,12,6,8
2169,12,6,9
2170,12,6,10
2171,12,6,11
2172,12,6,12
2173,12,6,13
2174,12,6,14
2175,12,6,15
2176,12,6,16
2177,12,6,17
2178,12,6,18
2179,12,6,19
2180,12,6,20
2181,12,6,21
2182,12,6,22
2183,12,6,23
2184,13,0,0
2185,13,0,1
2186,13,0,2
2187,13,0,3
2188,13,0,4
2189,13,0,5
2190,13,0,6
2191,13,0,7
2192,13,0,8
2193,13,0,9
2194,13,0,10
2195,13,0,11
2196,13,0,12
2197,13,0,13
2198,13,0,14
2199,13,0,15
2200,13,0,16
2201,13,0,17
2202,13,0,18
2203,13,0,19
2204,13,0,20
2205,13,0,21
2206,13,0,22
2207,13,0,23
2208,13,1,0
2209,13,1,1
2210,13,1,2
2211,13,1,3
2212,13,1,4
2213,13,1,5
2214,13,1,6
2215,13,1,7
2216,13,1,8
2217,13,1,9
2218,13,1,10
2219,13,1,11
2220,13,1,12
2221,13,1,13
2222,13,1,14
2223,13,1,15
2224,13,1,16
2225,13,1,17
2226,13,1,18
2227,13,1,19
2228,13,1,20
2229,13,1,21
2230,13,1,22
2231,13,1,23
2232,13,2,0
2233,13,2,1
2234,13,2,2
2235,13,2,3
2236,13,2,4
2237,13,2,5
2238,13,2,6
2239,13,2,7
2240,13,2,8
2241,13,2,9
2242,13,2,10
2243,13,2,11
2244,13,2,12
2245,13,2,13
2246,13,2,14
2247,13,2,15
2248,13,2,16
2249,13,2,17
2250,13,2,18
2251,13,2,19
2252,13,2,20
2253,13,2,21
2254,13,2,22
2255,13,2,23
2256,13,3,0
2257,13,3,1
2258,13,3,2
2259,13,3,3
2260,13,3,4
2261,13,3,5
2262,13,3,6
2263,13,3,7
2264,13,3,8
2265,13,3,9
2266,13,3,10
2267,13,3,11
2268,13,3,12
2269,13,3,13
2270,13,3,14
2271,13,3,15
2272,13,3,16
2273,13,3,17
2274,13,3,18
2275,13,3,19
2276,13,3,20
2277,13,3,21
2278,13,3,22
2279,13,3,23
2280,13,4,0
2281,13,4,1
2282,13,4,2
2283,13,4,3
2284,13,4,4
2285,13,4,5
2286,13,4,6
2287,13,4,7
2288,13,4,8
2289,13,4,9
2290,13,4,10
2291,13,4,11
2292,13,4,12
2293,13,4,13
2294,13,4,14
2295,13,4,15
2296,13,4,16
2297,13,4,17
2298,13,4,18
2299,13,4,19
2300,13,4,20
2301,13,4,21
2302,13,4,22
2303,13,4,23
2304,13,5,0
2305,13,5,1
2306,13,5,2
2307,13,5,3
2308,13,5,4
2309,13,5,5
2310,13,5,6
2311,13,5,7
2312,13,5,8
2313,13,5,9
2314,13,5,10
2315,13,5,11
2316,13,5,12
2317,13,5,13
2318,13,5,14
2319,13,5,15
2320,13,5,16
2321,13,5,17
2322,13,5,18
2323,13,5,19
2324,13,5,20
2325,13,5,21
2326,13,5,22
2327,13,5,23
2328,13,6,0
2329,13,6,1
2330,13,6,2
2331,13,6,3
2332,13,6,4
2333,13,6,5
2334,13,6,6
2335,13,6,7
2336,13,6,8
2337,13,6,9
2338,13,6,10
2339,13,6,11
2340,13,6,12
2341,13,6,13
2342,13,6,14
2343,13,6,15
2344,13,6,16
2345,13,6,17
2346,13,6,18
2347,13,6,19
2348,13,6,20
2349,13,6,21
2350,13,6,22
2351,13,6,23
2352,14,0,0
2353,14,0,1
2354,14,0,2
2355,14,0,3
2356,14,0,4
2357,14,0,5
2358,14,0,6
2359,14,0,7
2360,14,0,8
2361,14,0,9
2362,14,0,10
2363,14,0,11
2364,14,0,12
2365,14,0,13
2366,14,0,14
2367,14,0,15
2368,14,0,16
2369,14,0,17
2370,14,0,18
2371,14,0,19
2372,14,0,20
2373,14,0,21
2374,14,0,22
2375,14,0,23
2376,14,1,0
2377,14,1,1
2378,14,1,2
2379,14,1,3
2380,14,1,4
2381,14,1,5
2382,14,1,6
2383,14,1,7
2384,14,1,8
2385,14,1,9
2386,14,1,10
2387,14,1,11
2388,14,1,12
2389,14,1,13
2390,14,1,14
2391,14,1,15
2392,14,1,16
2393,14,1,17
2394,14,1,18
2395,14,1,19
2396,14,1,20
2397,14,1,21
2398,14,1,22
2399,14,1,23
2400,14,2,0
2401,14,2,1
2402,14,2,2
2403,14,2,3
2404,14,2,4
2405,14,2,5
2406,14,2,6
2407,14,2,7
2408,14,2,8
2409,14,2,9
2410,14,2,10
2411,14,2,11
2412,14,2,12
2413,14,2,13
2414,14,2,14
2415,14,2,15
2416,14,2,16
2417,14,2,17
2418,14,2,18
2419,14,2,19
2420,14,2,20
2421,14,2,21
2422,14,2,22
2423,14,2,23
2424,14,3,0
2425,14,3,1
2426,14,3,2
2427,14,3,3
2428,14,3,4
2429,14,3,5
2430,14,3,6
2431,14,3,7
2432,14,3,8
2433,14,3,9
2434,14,3,10
2435,14,3,11
2436,14,3,12
2437,14,3,13
2438,14,3,14
2439,14,3,15
2440,14,3,16
2441,14,3,17
2442,14,3,18
2443,14,3,19
2444,14,3,20
2445,14,3,21
2446,14,3,22
2447,14,3,23
2448,14,4,0
2449,14,4,1
2450,14,4,2
2451,14,4,3
2452,14,4,4
2453,14,4,5
2454,14,4,6
2455,14,4,7
2456,14,4,8
2457,14,4,9
2458,14,4,10
2459,14,4,11
2460,14,4,12
2461,14,4,13
2462,14,4,14
2463,14,4,15
2464,14,4,16
2465,14,4,17
2466,14,4,18
2467,14,4,19
2468,14,4,20
2469,14,4,21
2470,14,4,22
2471,14,4,23
2472,14,5,0
2473,14,5,1
2474,14,5,2
2475,14,5,3
2476,14,5,4
2477,14,5,5
2478,14,5,6
2479,14,5,7
2480,14,5,8
2481,14,5,9
2482,14,5,10
2483,14,5,11
2484,14,5,12
2485,14,5,13
2486,14,5,14
2487,14,5,15
2488,14,5,16
2489,14,5,17
2490,14,5,18
2491,14,5,19
2492,14,5,20
2493,14,5,21
2494,14,5,22
2495,14,5,23
2496,14,6,0
2497,14,6,1
2498,14,6,2
2499,14,6,3
2500,14,6,4
2501,14,6,5
2502,14,6,6
2503,14,6,7
2504,14,6,8
2505,14,6,9
2506,14,6,10
2507,14,6,11
2508,14,6,12
2509,14,6,13
2510,14,6,14
2511,14,6,15
2512,14,6,16
2513,14,6,17
2514,14,6,18
2515,14,6,19
2516,14,6,20
2517,14,6,21
2518,14,6,22
2519,14,6,23
2520,15,0,0
2521,15,0,1
2522,15,0,2
2523,15,0,3
2524,15,0,4
2525,15,0,5
2526,15,0,6
2527,15,0,7
2528,15,0,8
2529,15,0,9
2530,15,0,10
2531,15,0,11
2532,15,0,12
2533,15,0,13
2534,15,0,14
2535,15,0,15
2536,15,0,16
2537,15,0,17
2538,15,0,18
2539,15,0,19
2540,15,0,20
2541,15,0,21
2542,15,0,22
2543,15,0,23
2544,15,1,0
2545,15,1,1
2546,15,1,2
2547,15,1,3
2548,15,1,4
2549,15,1,5
2550,15,1,6
2551,15,1,7
2552,15,1,8
2553,15,1,9
2554,15,1,10
2555,15,1,11
2556,15,1,12
2557,15,1,13
2558,15,1,14
2559,15,1,15
2560,15,1,16
2561,15,1,17
2562,15,1,18
2563,15,1,19
2564,15,1,20
2565,15,1,21
2566,15,1,22
2567,15,1,23
2568,15,2,0
2569,15,2,1
2570,15,2,2
2571,15,2,3
2572,15,2,4
2573,15,2,5
2574,15,2,6
2575,15,2,7
2576,15,2,8
2577,15,2,9
2578,15,2,10
2579,15,2,11
2580,15,2,12
2581,15,2,13
2582,15,2,14
2583,15,2,15
2584,15,2,16
2585,15,2,17
2586,15,2,18
2587,15,2,19
2588,15,2,20
2589,15,2,21
2590,15,2,22
2591,15,2,23
2592,15,3,0
2593,15,3,1
2594,15,3,2
2595,15,3,3
2596,15,3,4
2597,15,3,5
2598,15,3,6
2599,15,3,7
2600,15,3,8
2601,15,3,9
2602,15,3,10
2603,15,3,11
2604,15,3,12
2605,15,3,13
2606,15,3,14
2607,15,3,15
2608,15,3,16
2609,15,3,17
2610,15,3,18
2611,15,3,19
2612,15,3,20
2613,15,3,21
2614,15,3,22
2615,15,3,23
2616,15,4,0
2617,15,4,1
2618,15,4,2
2619,15,4,3
2620,15,4,4
2621,15,4,5
2622,15,4,6
2623,15,4,7
2624,15,4,8
2625,15,4,9
2626,15,4,10
2627,15,4,11
2628,15,4,12
2629,15,4,13
2630,15,4,14
2631,15,4,15
2632,15,4,16
2633,15,4,17
2634,15,4,18
2635,15,4,19
2636,15,4,20
2637,15,4,21
2638,15,4,22
2639,15,4,23
2640,15,5,0
2641,15,5,1
2642,15,5,2
2643,15,5,3
2644,15,5,4
2645,15,5,5
2646,15,5,6
2647,15,5,7
2648,15,5,8
2649,15,5,9
2650,15,5,10
2651,15,5,11
2652,15,5,12
2653,15,5,13
2654,15,5,14
2655,15,5,15
2656,15,5,16
2657,15,5,17
2658,15,5,18
2659,15,5,19
2660,15,5,20
2661,15,5,21
2662,15,5,22
2663,15,5,23
2664,15,6,0
2665,15,6,1
2666,15,6,2
2667,15,6,3
2668,15,6,4
2669,15,6,5
2670,15,6,6
2671,15,6,7
2672,15,6,8
2673,15,6,9
2674,15,6,10
2675,15,6,11
2676,15,6,12
2677,15,6,13
2678,15,6,14
2679,15,6,15
2680,15,6,16
2681,15,6,17
2682,15,6,18
2683,15,6,19
2684,15,6,20
2685,15,6,21
2686,15,6,22
2687,15,6,23
2688,16,0,0
