week,agent_id,status,archetype,skill_track,neighborhood,home_x,home_y,dest_x,dest_y,energy,money,stress,skill_level,social_capital,money_pressure,days_broke,in_survival_mode,training_sessions_completed,applications_submitted,applications_rejected,mentor_id,event_this_week,schedule_json
1,you_011,aware,young_professional,commerce,east_side,13523,8670,12000,8000,100.0,67.22,0.0,0.0,25.74,0.0,0,False,0,0,0,,,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""social"",""start"":9.0,""end"":14.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.109},{""day"":0,""kind"":""rest"",""start"":16.0,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""social"",""start"":9.0,""end"":14.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.109},{""day"":1,""kind"":""rest"",""start"":16.0,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""social"",""start"":9.0,""end"":14.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.109},{""day"":2,""kind"":""rest"",""start"":16.0,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""social"",""start"":9.0,""end"":14.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.109},{""day"":3,""kind"":""rest"",""start"":16.0,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""social"",""start"":9.0,""end"":14.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.109},{""day"":4,""kind"":""rest"",""start"":16.0,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""rest"",""start"":7.0,""end"":22.0,""at_home"":true},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""rest"",""start"":7.0,""end"":22.0,""at_home"":true}]"
1,you_012,training,young_professional,crafting,east_side,14684,8109,12600,7600,100.0,57.86,0.0,0.0,19.38,0.0,0,False,0,0,0,,enrolled_training,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":1.43},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":1.43},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":1.43},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":1.43},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":1.43},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.791}]"
1,you_013,training,young_professional,combat,north_quarter,11358,7286,14000,6500,100.0,65.13,0.0,0.0,17.52,0.0,0,False,0,0,0,,enrolled_training,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":14000,""destination_y"":6500,""commute_hours"":1.838},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":14000,""destination_y"":6500,""commute_hours"":1.838},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":14000,""destination_y"":6500,""commute_hours"":1.838},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":14000,""destination_y"":6500,""commute_hours"":1.838},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":14000,""destination_y"":6500,""commute_hours"":1.838},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.64}]"
1,you_014,training,young_professional,crafting,east_side,13265,7598,12600,7600,100.0,67.17,0.0,0.0,16.26,0.0,0,False,0,0,0,,enrolled_training,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":0.443},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":0.443},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":0.443},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":0.443},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":12600,""destination_y"":7600,""commute_hours"":0.443},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.885}]"
1,you_015,training,young_professional,healing,north_quarter,12377,6734,10000,9500,100.0,51.33,0.0,0.0,22.11,0.0,0,False,0,0,0,,enrolled_training,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":10000,""destination_y"":9500,""commute_hours"":2.431},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":10000,""destination_y"":9500,""commute_hours"":2.431},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":10000,""destination_y"":9500,""commute_hours"":2.431},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":10000,""destination_y"":9500,""commute_hours"":2.431},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":13.0,""at_home"":false,""destination_x"":10000,""destination_y"":9500,""commute_hours"":2.431},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.881}]"
1,you_016,trained,young_professional,commerce,east_side,15461,7994,12000,8000,100.0,73.17,0.0,34.94,11.39,0.0,0,False,5,0,0,,skill_threshold_reached,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""job_search"",""start"":8.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""job_search"",""start"":8.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""job_search"",""start"":8.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""job_search"",""start"":8.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""job_search"",""start"":8.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.307}]"
1,par_017,training,parent_caregiver,commerce,south_market,11211,9300,12000,8000,100.0,41.71,0.0,0.0,15.46,0.0,0,False,0,0,0,,enrolled_training,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":1.014}]"
1,par_018,unaware,parent_caregiver,healing,east_side,13740,8305,10000,9500,100.0,31.56,0.0,0.0,16.01,0.0,0,False,0,0,0,,,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":0,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":1,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":2,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":3,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":4,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":5,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":6,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true}]"
1,par_019,unaware,parent_caregiver,crafting,south_market,12432,9659,12600,7600,100.0,35.71,0.0,0.0,17.35,0.0,0,False,0,0,0,,,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":0,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":1,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":2,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":3,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":4,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":5,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":8.0,""at_home"":true},{""day"":6,""kind"":""rest"",""start"":8.0,""end"":20.0,""at_home"":true}]"
1,par_020,training,parent_caregiver,nature,west_hollow,11171,8828,14500,9500,100.0,30.57,0.0,0.0,17.94,0.0,0,False,0,0,0,,enrolled_training,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":2.264},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":2.264},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":2.264},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":2.264},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":2.264},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":0.781}]"
1,par_021,training,parent_caregiver,nature,outer_reach,8655,10278,14500,9500,100.0,41.67,0.0,0.0,9.08,0.0,0,False,0,0,0,,,"[{""day"":0,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":0,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":3.931},{""day"":0,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698},{""day"":0,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":1,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":1,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":3.931},{""day"":1,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698},{""day"":1,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":2,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":2,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":3.931},{""day"":2,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698},{""day"":2,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":3,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":3,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":3.931},{""day"":3,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698},{""day"":3,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":4,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":4,""kind"":""training"",""start"":7.5,""end"":11.5,""at_home"":false,""destination_x"":14500,""destination_y"":9500,""commute_hours"":3.931},{""day"":4,""kind"":""social"",""start"":14.0,""end"":16.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698},{""day"":4,""kind"":""rest"",""start"":17.5,""end"":22.0,""at_home"":true},{""day"":5,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":5,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698},{""day"":6,""kind"":""sleep"",""start"":0.0,""end"":6.5,""at_home"":true},{""day"":6,""kind"":""social"",""start"":10.0,""end"":13.0,""at_home"":false,""destination_x"":12000,""destination_y"":8000,""commute_hours"":2.698}]"
